setare_viteza_operare,setare_sarcina_utila,senz_temperatura_articulatie_3,senz_vibratii_efector_final,senz_curent_consumat_motor_1,ore_functionare_de_la_revizie,reteta_productie_activa,prob_cerere_piesa_mecanica_24h,prob_cerere_piesa_electrica_24h,estimare_calitate_produs_finit,estimare_timp_ciclu_secunde
82.35,2.3,53.75,1.0451,4.59,717.4,2,0.05,0.02,85.56,13.16
85.23,7.77,53.38,1.257,9.45,717.8,1,0.05,0.02,82.24,13.26
57.36,3.15,51.87,1.1637,5.57,719.6,0,0.05,0.02,88.31,13.43
54.16,7.79,50.59,1.1868,9.61,717.8,0,0.05,0.02,87.8,13.11
58.04,6.44,53.04,1.1643,7.89,722.0,2,0.05,0.02,82.03,13.17
77.53,5.73,52.31,1.2514,7.87,719.6,2,0.05,0.02,85.2,13.12
93.13,8.3,55.54,1.1373,9.92,721.7,2,0.05,0.02,85.08,13.26
50.58,3.04,50.05,1.1526,5.26,723.2,1,0.05,0.02,86.56,13.3
54.12,5.11,52.55,1.2547,7.05,722.4,1,0.05,0.02,85.31,13.15
97.07,3.36,56.58,1.3345,5.74,724.5,1,0.05,0.02,83.27,13.14
95.79,7.33,55.29,1.3613,9.16,727.9,1,0.05,0.02,82.73,13.37
70.38,4.98,54.28,1.1872,7.13,727.0,2,0.05,0.02,87.45,13.18
96.36,6.08,55.53,1.54,7.71,726.4,2,0.3939,0.02,81.86,13.1
71.5,2.01,52.95,1.1955,4.31,731.1,0,0.05,0.02,86.6,13.18
80.88,6.54,54.23,1.0938,8.17,731.3,2,0.05,0.02,88.6,13.25
99.58,7.06,61.23,1.5119,9.08,729.5,2,0.3382,0.02,78.36,13.34
82.49,6.74,54.35,0.9737,8.43,731.9,2,0.05,0.02,82.91,13.25
58.29,9.45,50.71,1.0527,10.83,733.5,2,0.05,0.02,88.3,13.18
89.15,1.76,54.65,1.3924,4.07,734.9,0,0.05,0.02,83.43,13.13
98.0,8.36,56.6,1.4797,10.12,735.1,0,0.05,0.02,83.22,13.31
88.83,8.94,54.88,1.444,10.32,735.2,0,0.05,0.02,86.6,13.18
60.9,6.54,51.05,1.2857,8.07,735.7,2,0.05,0.02,86.75,13.31
81.25,2.45,54.51,1.2938,4.9,740.0,0,0.05,0.02,83.28,13.2
55.82,8.19,52.77,1.1973,9.78,738.8,2,0.05,0.02,87.05,13.23
92.09,1.16,55.52,1.307,3.74,738.0,2,0.05,0.02,82.06,13.24
90.92,3.97,56.5,1.318,6.41,741.9,2,0.05,0.02,85.95,13.35
59.83,5.24,52.16,1.3087,6.86,744.6,0,0.05,0.02,80.98,13.28
88.4,2.67,55.64,1.368,4.63,744.6,0,0.05,0.02,80.92,13.08
63.11,3.31,51.42,1.2071,5.5,742.8,2,0.05,0.02,86.36,13.14
56.26,3.98,50.44,1.3076,6.41,743.4,0,0.05,0.02,84.92,13.16
58.49,3.32,52.55,1.0203,5.6,746.0,2,0.05,0.02,86.48,13.12
62.73,3.6,51.41,1.2233,5.68,745.4,0,0.05,0.02,84.76,13.27
92.74,3.94,54.38,1.3589,6.05,747.2,1,0.05,0.02,84.1,13.26
52.12,8.0,52.86,1.1159,9.6,750.2,1,0.05,0.02,83.44,13.1
74.15,2.59,53.02,1.3378,4.77,751.9,0,0.05,0.02,84.61,13.18
59.79,2.64,52.1,1.3186,5.06,750.9,1,0.05,0.02,87.12,13.14
75.33,2.16,55.81,1.22,4.74,751.3,2,0.05,0.02,85.36,13.15
88.58,8.59,55.39,1.4836,10.17,755.9,2,0.05,0.02,80.48,13.29
60.39,8.46,52.82,1.1421,10.33,753.8,1,0.05,0.02,83.37,13.43
86.62,2.92,58.07,1.3634,5.22,757.2,1,0.05,0.02,84.36,13.12
55.81,8.03,51.6,1.0769,9.92,755.2,1,0.05,0.02,84.26,13.26
94.59,7.11,53.22,1.4576,8.49,757.1,0,0.05,0.02,82.64,13.18
73.48,3.9,51.77,1.2992,5.9,759.8,1,0.05,0.02,84.82,13.36
61.39,1.66,51.82,0.9154,3.74,760.9,0,0.05,0.02,89.67,13.3
50.29,8.95,51.38,1.1457,10.61,758.6,0,0.05,0.02,89.07,13.08
67.78,2.99,50.9,1.099,5.32,763.3,0,0.05,0.02,91.32,13.38
90.72,2.09,55.31,1.2976,4.51,763.7,2,0.05,0.02,86.13,13.2
83.74,8.21,55.05,1.363,9.94,761.0,2,0.05,0.02,86.96,13.1
96.79,4.55,58.35,1.1523,6.56,766.2,2,0.05,0.02,85.26,13.33
81.69,9.11,52.65,1.2504,10.71,763.4,2,0.05,0.02,81.94,13.23
78.54,1.4,54.5,1.2433,4.1,765.0,1,0.05,0.02,88.67,13.09
80.47,2.08,53.59,1.2762,4.5,768.7,1,0.05,0.02,84.96,13.31
57.52,9.93,50.73,1.1163,11.31,766.2,1,0.05,0.02,85.13,13.37
51.53,1.49,52.22,1.1373,3.96,770.6,1,0.05,0.02,82.83,13.31
86.33,9.3,55.05,1.3226,11.11,770.8,0,0.05,0.02,87.13,13.27
75.32,4.47,52.75,1.0981,6.64,773.3,1,0.05,0.02,89.15,13.22
83.64,4.11,54.8,1.1919,6.41,771.7,0,0.05,0.02,89.95,13.35
86.94,1.17,55.79,1.4236,3.93,775.1,2,0.05,0.02,82.41,13.24
81.2,6.04,55.4,1.2807,8.32,772.0,0,0.05,0.02,82.17,13.34
66.23,2.72,53.22,1.131,4.75,776.4,0,0.05,0.02,81.83,13.23
63.67,1.48,53.21,1.2104,3.76,776.2,1,0.05,0.02,83.7,13.25
72.61,4.67,51.88,1.1343,7.0,777.5,0,0.05,0.02,84.09,13.15
54.74,8.5,52.43,1.036,9.89,778.7,1,0.05,0.02,86.1,13.26
98.78,5.47,54.43,1.2829,7.5,777.1,1,0.05,0.02,83.84,13.23
57.15,0.75,51.48,1.2393,3.4,780.4,2,0.05,0.02,88.76,13.18
71.45,6.23,56.25,1.4041,8.09,782.0,1,0.05,0.02,83.45,13.15
93.21,3.03,58.81,1.4576,5.54,781.7,0,0.05,0.02,82.13,13.13
56.09,4.69,52.17,1.1814,6.53,782.2,2,0.05,0.02,84.69,13.34
93.96,7.61,55.34,1.2582,9.25,784.6,1,0.05,0.02,86.31,13.27
58.64,5.29,52.57,1.2181,7.32,783.1,0,0.05,0.02,85.9,13.25
55.22,1.44,52.45,1.32,3.83,785.4,0,0.05,0.02,85.05,13.18
74.76,9.23,54.3,1.3425,10.71,785.7,0,0.05,0.02,82.81,13.48
74.84,7.23,54.05,1.2606,9.21,790.6,1,0.05,0.02,84.22,13.3
96.19,5.76,55.35,1.2857,7.85,788.3,2,0.05,0.02,82.03,13.46
68.34,8.2,53.21,1.1559,9.71,790.2,1,0.05,0.02,87.13,13.24
85.94,6.0,54.52,1.4073,8.13,792.3,1,0.05,0.02,84.03,13.29
85.09,9.03,55.25,1.237,10.28,794.9,2,0.05,0.02,84.48,13.33
84.52,5.06,56.3,1.3512,7.04,792.7,2,0.05,0.02,87.84,13.25
74.12,5.79,53.64,1.3051,8.15,794.1,0,0.05,0.02,88.58,13.49
63.81,9.71,51.95,1.1676,11.33,794.1,1,0.05,0.02,85.35,13.22
69.35,5.17,54.16,1.1776,7.02,797.4,0,0.05,0.02,85.35,13.39
59.43,8.44,55.53,1.0616,10.48,799.1,0,0.05,0.02,83.4,13.25
68.35,0.94,52.61,1.2854,3.1,800.9,1,0.05,0.02,80.28,13.44
64.2,8.9,53.35,0.8237,10.82,797.7,2,0.05,0.02,87.36,13.36
95.47,3.68,55.39,1.4361,5.7,802.9,2,0.05,0.02,85.02,13.14
52.05,3.09,51.48,1.1621,5.41,803.8,2,0.05,0.02,90.39,13.06
52.32,6.86,53.28,1.1368,8.99,800.8,0,0.05,0.02,84.57,13.33
68.97,6.2,55.69,1.3479,7.9,804.8,2,0.05,0.02,85.48,13.15
72.34,6.18,54.06,1.2047,7.99,803.7,1,0.05,0.02,85.66,13.36
62.52,7.81,54.48,1.2562,9.23,805.5,1,0.05,0.02,88.07,13.42
82.55,3.45,58.37,1.4594,5.62,806.4,1,0.05,0.02,84.01,13.46
93.26,0.62,56.52,1.368,3.17,809.4,0,0.05,0.02,79.93,13.17
57.53,3.91,49.0,1.2925,5.82,808.5,0,0.05,0.02,83.71,13.22
94.21,4.46,56.91,1.3341,6.86,807.5,2,0.05,0.02,84.51,13.35
59.87,2.45,50.51,1.2291,4.62,812.0,2,0.05,0.02,84.92,13.35
93.31,6.8,57.1,1.453,8.43,810.8,2,0.05,0.02,80.96,13.29
70.69,2.84,54.99,1.3324,5.05,814.3,0,0.05,0.02,83.11,13.27
78.75,9.04,54.84,1.328,10.92,811.5,1,0.05,0.02,84.88,13.14
85.08,7.77,54.59,1.2543,9.25,815.9,2,0.05,0.02,84.15,13.23
81.22,0.63,55.3,1.4133,3.15,816.6,1,0.05,0.02,85.74,13.3
82.03,8.48,56.09,1.3995,10.54,814.2,2,0.05,0.02,83.4,13.37
68.21,2.47,55.35,1.1345,4.63,817.0,1,0.05,0.02,86.12,13.3
84.11,6.29,55.59,1.165,8.26,817.0,1,0.05,0.02,85.21,13.39
95.65,2.95,53.87,1.5886,5.17,819.4,1,0.328,0.02,78.46,13.26
56.47,2.93,51.32,1.2048,4.86,820.1,1,0.05,0.02,84.96,13.26
86.04,1.61,58.3,1.4414,4.34,822.1,1,0.05,0.02,82.76,13.55
68.76,2.7,53.71,1.308,4.88,822.2,0,0.05,0.02,84.53,13.42
64.81,1.6,52.82,1.1659,3.7,821.5,0,0.05,0.02,86.12,13.27
95.74,5.08,60.27,1.4663,6.99,823.4,1,0.05,0.02,83.57,13.38
57.06,4.4,51.18,1.4781,6.79,823.3,0,0.05,0.02,80.04,13.3
87.06,7.9,55.74,1.2416,9.84,826.0,0,0.05,0.02,88.77,13.23
93.95,9.31,56.96,1.4199,10.79,827.0,2,0.05,0.02,84.65,13.31
96.7,6.69,56.63,1.2411,8.36,829.2,0,0.05,0.02,83.95,13.43
90.54,3.45,56.38,1.3387,5.84,829.6,0,0.05,0.02,86.74,13.22
52.98,7.17,51.35,1.025,9.13,830.1,0,0.05,0.02,87.23,13.45
59.39,6.62,53.86,1.2196,8.88,830.3,0,0.05,0.02,84.85,13.38
94.22,9.31,57.68,1.211,10.89,830.1,2,0.05,0.02,84.77,13.39
72.64,2.49,54.1,1.2142,4.67,834.5,1,0.05,0.02,82.72,13.18
62.25,3.16,54.34,1.1696,5.5,834.1,1,0.05,0.02,88.06,13.35
52.78,2.69,52.93,1.1642,4.87,838.0,2,0.05,0.02,84.87,13.33
98.71,2.01,55.93,1.1892,4.26,834.4,2,0.05,0.02,83.2,13.35
96.04,1.73,55.04,1.4506,4.1,838.8,0,0.05,0.02,83.1,13.19
68.38,9.24,52.41,1.3347,11.08,838.3,2,0.05,0.02,82.75,13.48
57.28,8.4,52.24,1.0177,10.2,838.3,1,0.05,0.02,88.25,13.22
68.49,0.7,55.58,1.2085,3.04,840.2,0,0.05,0.02,83.81,13.47
77.89,5.57,56.06,1.3682,7.54,843.0,0,0.05,0.02,84.46,13.36
99.34,5.24,57.04,1.6431,7.26,843.3,1,0.3461,0.02,80.6,13.12
92.99,7.87,55.98,1.3149,9.73,842.6,2,0.05,0.02,80.94,13.26
55.14,7.86,53.55,1.3323,9.27,842.8,2,0.05,0.02,85.9,13.33
63.94,7.64,55.12,1.2508,9.93,844.1,1,0.05,0.02,85.63,13.31
89.33,9.89,54.79,1.2064,11.72,847.2,2,0.05,0.02,85.55,13.29
59.05,8.34,52.06,1.2182,10.24,846.0,0,0.05,0.02,87.28,13.46
64.93,7.81,55.24,1.2354,9.62,846.7,0,0.05,0.02,85.9,13.25
66.44,7.28,53.37,1.3408,9.45,849.5,0,0.05,0.02,81.65,13.34
99.84,9.99,56.0,1.5499,11.32,851.3,1,0.4326,0.02,79.11,13.3
92.95,9.44,55.57,1.3281,10.97,852.2,0,0.05,0.02,86.14,13.26
74.46,3.17,55.02,1.4029,5.4,854.2,2,0.05,0.02,80.88,13.28
67.98,3.16,52.21,1.3117,5.59,851.5,2,0.05,0.02,86.53,13.22
61.65,5.54,52.52,1.444,7.29,856.0,0,0.05,0.02,80.36,13.37
94.86,6.54,56.36,1.3463,8.28,857.1,2,0.05,0.02,82.5,13.39
97.93,7.39,56.76,1.371,9.4,854.7,0,0.05,0.02,81.13,13.37
56.2,2.75,52.11,1.147,4.72,855.2,2,0.05,0.02,86.29,13.16
73.13,5.07,50.95,1.3408,7.1,858.5,2,0.05,0.02,78.14,13.08
99.85,3.07,58.76,1.4876,5.51,861.7,0,0.05,0.02,83.17,13.42
92.2,8.29,56.8,1.4119,9.9,862.5,1,0.05,0.02,82.44,13.44
91.41,6.94,57.84,1.4349,8.95,861.1,1,0.05,0.02,83.86,13.57
51.07,7.31,53.5,1.1064,9.11,864.8,0,0.05,0.02,87.52,13.41
65.12,0.54,53.79,1.1632,3.16,862.7,1,0.05,0.02,88.22,13.49
67.28,1.97,53.15,1.2002,4.72,866.3,1,0.05,0.02,81.92,13.42
65.01,5.81,57.51,1.4094,7.7,868.0,2,0.05,0.02,82.84,13.61
74.71,7.08,51.64,1.4021,8.84,866.8,1,0.05,0.02,82.88,13.31
51.66,4.25,53.95,1.1572,6.72,865.4,0,0.05,0.02,82.39,13.34
88.5,9.67,55.48,1.3677,11.24,870.9,0,0.05,0.02,84.59,13.32
85.7,3.0,57.17,1.4093,5.51,871.1,0,0.05,0.02,82.2,13.6
84.22,8.69,56.55,1.2951,10.39,868.2,1,0.05,0.02,84.01,13.47
80.51,6.4,54.86,1.4358,8.16,870.4,2,0.05,0.02,80.74,13.29
50.06,1.79,54.71,1.1336,4.04,874.8,2,0.05,0.02,88.07,13.37
73.82,2.39,53.92,1.3098,4.34,871.0,0,0.05,0.02,83.14,13.33
64.73,9.22,53.34,1.3553,10.91,874.0,0,0.05,0.02,87.16,13.36
91.68,2.07,56.74,1.4004,4.44,875.1,1,0.05,0.02,84.67,13.37
54.94,6.71,53.87,1.0815,8.43,878.1,0,0.05,0.02,86.6,13.3
88.03,8.02,56.89,1.4297,9.59,879.7,1,0.05,0.02,82.79,13.32
86.39,7.93,55.25,1.5469,10.01,877.5,1,0.4212,0.02,82.86,13.42
86.47,7.18,56.48,1.6063,9.5,879.2,0,0.4228,0.02,80.48,13.31
72.59,2.04,54.09,1.3079,4.38,879.7,1,0.05,0.02,81.95,13.62
52.29,8.7,53.0,1.2643,10.52,880.8,1,0.05,0.02,85.76,13.32
50.68,5.65,53.54,1.1148,7.64,884.9,0,0.05,0.02,87.69,13.34
65.44,1.24,55.02,1.2261,3.64,885.7,0,0.05,0.02,85.35,13.22
78.99,3.86,58.0,1.4553,6.13,883.4,2,0.05,0.02,83.82,13.43
74.9,6.62,55.57,1.4584,8.43,883.9,1,0.05,0.02,84.93,13.39
59.64,7.44,53.57,1.17,9.05,884.4,0,0.05,0.02,87.54,13.2
73.33,4.98,57.66,1.1356,6.82,888.3,2,0.05,0.02,87.36,13.25
99.27,2.16,55.78,1.4196,4.22,887.6,0,0.05,0.02,82.43,13.39
73.18,0.77,55.0,1.3953,3.19,889.4,2,0.05,0.02,84.81,13.5
50.79,3.57,54.66,1.1503,6.0,891.6,1,0.05,0.02,87.25,13.39
50.7,1.39,55.12,1.3448,4.06,893.0,2,0.05,0.02,81.83,13.32
72.89,0.98,54.85,1.2878,3.53,893.6,1,0.05,0.02,82.75,13.42
58.07,5.35,51.61,1.2612,7.36,893.9,1,0.05,0.02,86.26,13.44
62.02,7.91,53.12,1.2472,9.69,894.1,0,0.05,0.02,85.21,13.3
62.5,5.6,53.9,1.3338,7.71,897.2,0,0.05,0.02,82.25,13.37
66.75,2.41,52.78,1.1605,4.95,896.7,0,0.05,0.02,88.22,13.57
60.08,9.06,54.27,1.2968,10.81,895.4,2,0.05,0.02,83.03,13.47
91.04,4.99,56.8,1.3816,7.19,896.8,1,0.05,0.02,84.41,13.39
87.36,6.84,54.31,1.31,8.99,898.0,2,0.05,0.02,84.61,13.31
80.62,2.91,52.89,1.1925,5.13,899.1,0,0.05,0.02,82.2,13.46
93.57,7.07,59.2,1.2833,8.83,902.3,0,0.05,0.02,85.03,13.43
97.08,1.02,57.63,1.4637,3.6,902.9,0,0.05,0.02,81.25,13.47
53.55,1.3,52.05,1.1897,3.88,902.1,0,0.05,0.02,88.84,13.51
77.28,0.5,54.23,1.3873,3.15,903.7,2,0.05,0.02,78.64,13.41
99.14,5.25,60.54,1.2195,7.42,904.4,0,0.05,0.02,83.33,13.52
64.96,3.41,55.14,1.4582,5.82,904.4,0,0.05,0.02,82.04,13.45
96.3,7.83,55.96,1.542,9.22,909.2,2,0.492,0.02,83.55,13.61
67.85,7.73,54.46,1.257,9.35,908.5,2,0.05,0.02,86.52,13.24
62.05,6.93,52.23,1.3481,8.96,910.7,2,0.05,0.02,86.65,13.34
56.75,6.95,53.26,1.3475,8.83,908.0,0,0.05,0.02,83.53,13.54
78.61,3.98,54.56,1.2942,6.27,911.5,2,0.05,0.02,83.77,13.48
58.25,2.18,55.0,1.6391,4.57,912.3,2,0.4672,0.02,85.02,13.43
96.51,4.79,56.96,1.3774,6.96,915.4,2,0.05,0.02,83.64,13.46
71.65,9.69,55.64,1.3608,11.71,912.6,1,0.05,0.02,82.93,13.39
87.9,6.66,56.22,1.3297,8.7,916.6,0,0.05,0.02,83.03,13.32
61.76,8.14,54.25,1.2658,10.01,918.3,1,0.05,0.02,84.53,13.44
69.18,3.13,54.93,1.3154,5.31,916.2,0,0.05,0.02,81.23,13.35
81.33,5.97,55.87,1.4396,7.72,918.2,1,0.05,0.02,79.89,13.22
87.46,6.09,57.5,1.349,7.93,918.8,0,0.05,0.02,88.19,13.54
99.57,2.57,57.7,1.642,4.8,922.7,0,0.337,0.02,80.27,13.5
70.68,9.83,56.36,1.2559,11.48,919.1,0,0.05,0.02,86.42,13.34
63.1,1.11,53.55,1.3146,3.54,924.4,2,0.05,0.02,83.97,13.43
94.35,8.69,58.53,1.4111,10.68,921.4,2,0.05,0.02,83.07,13.43
84.71,7.86,56.46,1.4749,9.26,926.2,1,0.05,0.02,80.18,13.26
91.13,7.29,58.47,1.4204,9.42,926.9,0,0.05,0.02,82.02,13.51
97.91,3.66,54.62,1.33,5.96,924.3,1,0.05,0.02,84.95,13.49
82.13,0.56,54.66,1.3115,3.01,925.7,0,0.05,0.02,86.64,13.48
50.96,7.83,52.3,1.2639,9.47,929.9,2,0.05,0.02,84.58,13.48
50.91,3.38,56.98,1.2624,5.56,927.1,2,0.05,0.02,89.99,13.52
54.22,5.24,54.42,1.2904,7.32,929.3,1,0.05,0.02,86.36,13.38
77.36,4.2,57.04,1.3763,6.46,932.7,2,0.05,0.02,78.27,13.61
82.18,4.88,57.81,1.4446,6.68,932.0,2,0.05,0.02,83.26,13.56
56.83,0.57,53.19,1.3529,2.85,934.3,2,0.05,0.02,84.57,13.45
55.51,6.32,53.21,1.2514,8.39,935.8,2,0.05,0.02,81.95,13.36
78.07,6.65,55.16,1.6152,8.36,933.6,0,0.4019,0.02,83.92,13.45
77.8,7.38,54.84,1.3816,9.54,936.3,0,0.05,0.02,80.9,13.57
56.21,7.08,53.86,1.0921,8.98,938.6,2,0.05,0.02,87.17,13.54
73.12,9.71,53.95,1.2997,11.52,940.6,2,0.05,0.02,84.01,13.53
92.99,9.68,57.3,1.5426,11.52,937.1,2,0.3401,0.02,82.56,13.74
87.73,6.02,58.28,1.3019,7.93,941.7,1,0.05,0.02,82.96,13.42
51.49,4.11,55.27,1.3998,6.21,939.5,2,0.05,0.02,83.69,13.35
61.14,5.65,52.57,1.3299,7.84,940.6,2,0.05,0.02,83.41,13.31
72.04,7.27,53.68,1.412,9.27,944.9,0,0.05,0.02,85.21,13.37
56.93,1.91,55.92,1.1303,4.17,945.2,2,0.05,0.02,86.31,13.43
67.01,1.16,53.67,1.2847,3.56,945.8,0,0.05,0.02,85.77,13.52
90.3,7.94,58.57,1.3898,9.83,945.7,2,0.05,0.02,81.33,13.44
52.12,4.47,52.08,1.0644,6.34,949.4,1,0.05,0.02,90.16,13.53
52.75,9.22,52.8,1.3254,10.96,950.6,2,0.05,0.02,79.76,13.34
95.65,9.58,56.27,1.6034,11.02,947.9,2,0.4192,0.02,78.41,13.69
51.96,1.32,53.26,1.1309,3.61,949.9,1,0.05,0.02,88.69,13.43
98.52,1.68,58.0,1.4642,4.13,950.2,0,0.05,0.02,77.37,13.55
64.91,6.11,54.8,1.308,8.29,952.1,1,0.05,0.02,82.8,13.4
61.33,8.43,56.43,1.4695,10.32,954.0,0,0.05,0.02,80.79,13.49
64.33,7.85,55.18,1.454,9.58,955.8,2,0.05,0.02,81.79,13.49
63.7,9.37,53.97,1.4217,11.35,955.1,2,0.05,0.02,82.65,13.65
71.31,9.24,57.94,1.2002,11.09,957.3,1,0.05,0.02,88.87,13.33
69.06,3.0,54.41,1.0852,5.49,956.7,1,0.05,0.02,84.67,13.39
66.26,9.61,56.18,1.4123,10.98,959.0,2,0.05,0.02,84.22,13.63
77.8,1.42,59.11,1.3537,3.85,960.4,1,0.05,0.02,81.75,13.51
95.79,0.63,55.94,1.3136,3.22,961.3,0,0.05,0.02,84.88,13.32
76.35,2.02,57.58,1.3474,4.46,962.0,0,0.05,0.02,82.25,13.28
74.84,5.3,55.23,1.3079,7.51,964.3,1,0.05,0.02,84.01,13.43
73.66,2.24,56.09,1.3486,4.75,964.4,2,0.05,0.02,80.83,13.56
83.15,1.85,56.12,1.3664,4.31,965.4,2,0.05,0.02,85.17,13.76
57.38,2.79,52.76,1.1579,5.12,967.7,1,0.05,0.02,84.36,13.37
62.38,1.78,53.62,1.2115,4.2,965.1,0,0.05,0.02,84.84,13.45
75.46,9.5,57.9,1.326,11.16,969.6,1,0.05,0.02,86.43,13.36
85.96,8.82,58.26,1.4733,10.76,968.1,0,0.05,0.02,85.1,13.61
72.69,7.87,54.66,1.1599,9.76,971.4,1,0.05,0.02,84.76,13.54
91.19,8.35,57.2,1.4989,10.37,970.2,1,0.05,0.02,81.36,13.39
98.78,3.82,59.35,1.5708,6.49,970.7,1,0.3806,0.02,78.58,13.75
64.91,2.48,56.22,1.4429,4.95,971.6,2,0.05,0.02,82.37,13.39
75.15,9.45,56.18,1.2595,11.13,972.8,0,0.05,0.02,86.69,13.44
58.26,3.79,55.46,1.1926,6.46,972.7,1,0.05,0.02,86.49,13.42
87.58,2.6,57.78,1.3615,5.28,973.4,1,0.05,0.02,84.02,13.59
63.63,1.0,54.46,1.3092,3.81,977.0,0,0.05,0.02,84.68,13.52
54.67,7.67,54.11,1.1747,9.5,975.3,1,0.05,0.02,87.68,13.45
54.74,3.58,52.56,1.2718,5.56,976.1,0,0.05,0.02,86.27,13.25
99.81,6.39,59.19,1.5122,8.97,980.4,2,0.3394,0.02,86.66,13.42
92.94,8.97,56.7,1.4066,10.68,982.5,0,0.05,0.02,85.18,13.41
79.06,1.22,56.66,1.3205,3.58,982.6,1,0.05,0.02,81.51,13.55
73.65,5.03,56.33,1.5311,6.98,981.7,2,0.406,0.02,79.65,13.61
88.21,3.7,58.61,1.604,6.0,982.4,1,0.3022,0.02,82.08,13.51
79.16,1.43,57.67,1.373,4.22,986.2,1,0.05,0.02,82.78,13.38
94.67,5.52,60.33,1.402,7.84,983.5,1,0.05,0.02,86.08,13.45
77.23,4.63,55.68,1.4381,6.53,984.6,1,0.05,0.02,83.9,13.57
62.02,6.17,55.42,1.3656,8.15,989.3,2,0.05,0.02,83.81,13.54
67.41,1.92,56.19,1.1713,4.07,986.2,1,0.05,0.02,86.59,13.51
57.93,3.53,53.69,1.2048,6.22,989.6,1,0.05,0.02,86.24,13.44
85.45,3.12,58.91,1.4561,5.37,989.4,0,0.05,0.02,84.21,13.47
77.11,2.29,55.56,1.1497,4.8,992.4,0,0.05,0.02,83.55,13.4
65.95,8.31,54.84,1.3988,10.01,993.3,1,0.05,0.02,83.85,13.56
85.52,1.31,57.81,1.4431,4.02,995.7,2,0.05,0.02,83.16,13.54
56.26,4.9,54.45,1.4151,7.35,994.2,0,0.05,0.02,84.42,13.47
51.16,3.02,52.87,1.3057,5.33,993.5,0,0.05,0.02,84.84,13.62
69.01,6.87,55.51,1.3361,8.73,996.0,0,0.05,0.02,83.94,13.48
60.66,9.09,57.21,1.159,11.26,995.8,2,0.05,0.02,85.89,13.44
83.68,1.96,56.28,1.4708,4.3,996.8,2,0.05,0.02,83.84,13.43
91.27,3.2,55.48,1.5534,5.8,999.8,2,0.3397,0.02,80.74,13.71
59.88,8.6,52.45,1.2148,10.42,1000.3,0,0.05,0.02,84.43,13.59
57.64,8.21,51.68,1.4565,9.97,1000.6,2,0.05,0.02,82.08,13.51
78.84,4.55,44.71,0.9491,6.47,2.5,1,0.05,0.02,90.18,12.6
51.04,4.0,40.8,0.8315,5.56,2.5,0,0.05,0.02,89.86,12.39
86.5,9.16,49.47,1.0061,10.22,3.7,0,0.05,0.02,86.44,12.52
73.64,4.98,47.17,0.8155,6.38,4.5,0,0.05,0.02,89.79,12.34
93.81,7.19,48.25,0.9421,8.12,7.3,0,0.05,0.02,85.8,12.55
96.07,5.18,48.53,0.935,6.67,7.7,2,0.05,0.02,90.12,12.54
51.63,7.61,43.42,1.0477,8.75,10.8,1,0.05,0.02,86.18,12.56
87.62,2.99,49.34,0.9924,4.4,9.7,0,0.05,0.02,87.07,12.57
66.98,5.26,48.02,0.8848,6.48,13.0,2,0.05,0.02,87.42,12.62
79.85,6.32,48.29,0.9336,7.34,11.4,1,0.05,0.02,89.03,12.43
82.03,2.48,49.14,1.0056,4.01,10.1,2,0.05,0.02,90.47,12.33
75.8,6.13,45.84,0.8935,7.73,12.8,2,0.05,0.02,87.07,12.36
76.26,3.1,49.4,0.949,4.8,13.2,1,0.05,0.02,89.69,12.58
99.39,8.53,48.55,1.1326,9.22,15.2,2,0.05,0.02,88.37,12.53
56.04,0.72,44.55,0.895,2.52,14.4,2,0.05,0.02,89.52,12.55
64.58,7.38,45.74,0.7689,8.76,18.0,1,0.05,0.02,91.21,12.39
74.88,9.21,46.97,0.9288,10.64,19.8,2,0.05,0.02,90.73,12.53
97.04,1.67,50.08,0.977,3.49,18.1,0,0.05,0.02,85.79,12.6
73.14,1.25,46.65,0.8886,3.23,22.0,0,0.05,0.02,90.0,12.35
85.76,9.07,49.53,1.003,10.14,22.7,1,0.05,0.02,90.42,12.42
91.35,4.46,47.81,0.9963,6.57,23.0,1,0.05,0.02,90.13,12.45
75.74,7.13,47.05,1.0117,8.68,21.6,2,0.05,0.02,87.55,12.44
87.81,6.32,50.12,0.9672,7.7,25.3,2,0.05,0.02,90.03,12.52
57.32,1.85,45.42,0.7991,3.74,27.2,2,0.05,0.02,91.87,12.46
62.81,8.11,46.9,0.7517,9.46,27.1,0,0.05,0.02,89.37,12.47
51.71,6.0,43.05,0.6873,7.05,27.0,1,0.05,0.02,94.58,12.35
54.99,3.84,45.97,0.8407,5.7,28.6,0,0.05,0.02,88.37,12.19
84.8,8.8,47.53,1.0889,9.6,29.0,0,0.05,0.02,89.63,12.65
68.94,4.68,49.31,0.8087,6.08,31.2,2,0.05,0.02,89.3,12.62
68.49,7.21,44.47,0.7767,8.19,33.8,1,0.05,0.02,93.41,12.59
76.45,7.66,50.5,0.8636,8.91,31.0,1,0.05,0.02,91.64,12.44
58.35,6.42,47.58,0.9956,8.07,32.7,2,0.05,0.02,86.47,12.61
91.32,5.61,48.73,1.0302,7.0,32.5,0,0.05,0.02,86.67,12.68
79.89,2.21,45.37,0.7772,4.26,37.7,0,0.05,0.02,88.83,12.41
82.48,5.95,47.73,0.963,7.29,39.0,1,0.05,0.02,93.61,12.58
52.68,7.2,43.47,0.6804,8.55,37.5,0,0.05,0.02,91.9,12.47
